symbol,family,timeframe_min,confirm_min,spec_hash,bars,signals,status,trades,trades_per_day,days,rej_cost,rej_cooldown,initial_capital,total_pnl,final_equity,return_pct,max_dd_pct,total_fees,total_funding,optimistic_pnl,gross_win,gross_loss,avg_win,avg_loss,best_trade,worst_trade,profit_factor,win_rate,net_r,net_r_lo,net_r_hi,gross_r,cost_r,bars_held,median_r_bps,avg_leverage,ambiguous_pct
AKEUSD,atr_arm,1,1,56f6ae1069b6,30046,6636.0,ok,321.0,15.38441057045863,20.865277777777777,3286.0,721.0,10000.0,-2251.6505316358907,7748.349468364103,-22.516505316358906,25.912531931034167,1259.418442224,46.4720894118853,-2056.1355354040097,8700.770925994566,-10952.421457630455,87.00770925994566,-49.55846813407446,101.02064502600011,-82.85222617354701,0.7944152769918122,0.3115264797507788,-0.15580739796955595,-0.30007301036176326,-0.0012172801175797635,-0.057453785875300596,0.09835361209425536,31.39252336448598,155.48484643332705,0.3094326987076953,0.3115264797507788
AKEUSD,atr_banded,1,1,32baa03e1582,30046,1892.0,ok,185.0,8.866404845902949,20.865277777777777,1113.0,67.0,10000.0,-1670.587755294907,8329.412244705087,-16.705877552949072,20.40168279641761,693.268388364,-12.228633069097402,-1682.81638836401,4461.430564380695,-6132.0183196756025,81.11691935237627,-47.16937168981233,94.97065336000009,-74.28130622455939,0.7275631499771374,0.2972972972972973,-0.19420350624118526,-0.3935451504080347,0.009705798195661945,-0.09596441693975141,0.09823908930143382,26.345945945945946,159.4480643924892,0.3090859074425868,0.0
AKEUSD,atr_adx,1,1,5dbb5b8ed03c,30046,2651.0,ok,223.0,10.687612327764095,20.865277777777777,1139.0,349.0,10000.0,-2481.8567028000325,7518.143297199959,-24.818567028000324,25.229567775856133,857.60233898,11.9163638200246,-2469.9403389800154,5430.923335778692,-7912.780038578722,87.59553767384986,-49.14770210297343,97.74967107897191,-56.95961191924389,0.6863483262899069,0.27802690582959644,-0.2530651200242866,-0.4303811836138533,-0.07393443253553297,-0.15780454397129512,0.09526057605299151,34.134529147982065,161.81298767748322,0.2997958820453544,0.0
AKEUSD,atr_adx_both,1,1,050ea75f6207,30046,2651.0,ok,223.0,10.687612327764095,20.865277777777777,1139.0,349.0,10000.0,-2481.8567028000325,7518.143297199959,-24.818567028000324,25.229567775856133,857.60233898,11.9163638200246,-2469.9403389800154,5430.923335778692,-7912.780038578722,87.59553767384986,-49.14770210297343,97.74967107897191,-56.95961191924389,0.6863483262899069,0.27802690582959644,-0.2530651200242866,-0.4303811836138533,-0.07393443253553297,-0.15780454397129512,0.09526057605299151,34.134529147982065,161.81298767748322,0.2997958820453544,0.0
AKEUSD,atr_banded_adx,1,1,27bc3723bc0f,30046,489.0,ok,86.0,4.121680090527858,20.865277777777777,263.0,7.0,10000.0,-1310.3542074638638,8689.645792536141,-13.103542074638638,13.899100839849087,336.509238424,22.004969039864303,-1288.3492384239944,1917.1150384937403,-3227.469245957604,87.14159265880637,-50.42920696808756,97.26885363627163,-83.80455061232342,0.5939994752529156,0.2558139534883721,-0.32386250194547755,-0.5920039116030735,-0.03425173747253492,-0.2297919637350513,0.09407053821042631,30.127906976744185,165.86603988157583,0.2961920908590627,0.0
AKEUSD,atr_arm,5,1,5104b68fd7d7,6009,761.0,ok,123.0,5.895157264103845,20.864583333333332,18.0,167.0,10000.0,-1182.4050828830457,8817.594917116956,-11.824050828830456,15.129362985911174,353.89342315600004,-24.6483402729595,-1057.7501787359997,3340.2398940447533,-4522.644976927799,95.43542554413581,-51.39369291963408,119.93373874406394,-56.94091922559632,0.7385589430709096,0.2845528455284553,-0.20270218375615612,-0.42858673320171065,0.045307886598542194,-0.1359708415847533,0.06673134217140274,20.252032520325205,274.50689970130014,0.2094730356506469,0.8130081300813009
AKEUSD,atr_banded,5,1,ddd76a9fda2b,6009,182.0,ok,58.0,2.779830254618073,20.864583333333332,8.0,11.0,10000.0,71.20115440376118,10071.201154403763,0.7120115440376118,5.932312467416386,172.497744332,-13.837898735760803,57.36325566800224,1980.3081284500938,-1909.106974046333,94.30038706905209,-51.59748578503603,101.54394958620182,-58.383752771736894,1.037295528941917,0.3620689655172414,0.02995975083567396,-0.34010161737714717,0.3546820903409328,0.10069863683989828,0.07073888600422436,23.637931034482758,257.511195804036,0.22174391520225542,0.0
AKEUSD,atr_adx,5,1,46cfb055642f,6009,316.0,ok,72.0,3.45082376435347,20.864583333333332,9.0,59.0,10000.0,-357.0206164408421,9642.979383559157,-3.570206164408421,7.934568904602091,211.794523594,-16.3529071531622,-73.28586241000085,2247.817174834685,-2604.837791275527,97.73118151455152,-53.15995492399034,117.53855839668381,-59.728581469108846,0.8629394054260794,0.3194444444444444,-0.09613172826442308,-0.3970337819707176,0.23828496491290885,-0.030304607136263248,0.0658271211281598,20.59722222222222,301.51793491052155,0.20666640931908858,2.7777777777777777
AKEUSD,atr_adx_both,5,1,5af18381228a,6009,170.0,ok,51.0,2.4443334997503747,20.864583333333332,6.0,32.0,10000.0,2.339816310744645,10002.339816310749,0.02339816310744645,4.772071947216309,139.56979584,-9.5836121507487,292.8438653439989,1757.0235019578988,-1754.683685647154,97.61241677543882,-53.17223289839861,117.53855839668381,-60.55814510062426,1.0013334690063422,0.35294117647058826,0.008008655145124357,-0.4040680690365576,0.4043676119210663,0.07079722840369354,0.06278857325856922,25.88235294117647,325.14049280553326,0.19679831816514037,3.9215686274509802
AKEUSD,atr_banded_adx,5,1,57994c89d5b6,6009,40.0,ok,20.0,0.9585621567648528,20.864583333333332,1.0,0.0,10000.0,606.2223138378007,10606.222313837801,6.062223138378007,1.7419793163040125,54.308457148,-6.659770985799798,599.5625428519998,1073.7424059408982,-467.52009210309757,97.61294599462711,-51.94667690034417,108.05317712377885,-56.733796199999794,2.296676493860966,0.55,0.6022985524127898,-0.02334216471215122,1.2113990612357888,0.6689083979628414,0.06660984555005142,28.75,299.6542804444516,0.20810081706265676,0.0
AKEUSD,atr_arm,15,3,6f52cca22769,2002,180.0,ok,27.0,1.2947052947052946,20.854166666666668,0.0,19.0,10000.0,-752.3105103955035,9247.689489604494,-7.523105103955034,7.946647965666616,61.636993335999996,13.201517059503402,-590.0225057259995,372.5186455673127,-1124.8291559628162,93.12966139182818,-48.905615476644186,95.8378308131113,-54.38121781745772,0.3311779780889918,0.14814814814814814,-0.5834334225582514,-0.9464434367817678,-0.14229806120835134,-0.5325285934719253,0.05090482908632586,18.333333333333332,368.4479859638857,0.15960704823208882,3.7037037037037033
AKEUSD,atr_banded,15,3,211009088ad3,2002,51.0,ok,14.0,0.6713286713286712,20.854166666666668,0.0,0.0,10000.0,-138.40337108161071,9861.596628918387,-1.3840337108161072,3.2114190490632586,30.348015714000002,9.4723553676097,-128.93101571400075,385.5620583888092,-523.96542947042,96.3905145972023,-52.39654294704199,97.91107397999993,-58.210881044039255,0.7358540023881018,0.2857142857142857,-0.20057807746872283,-0.8567102383813863,0.4596721773477583,-0.1511424038116722,0.04943567365705063,22.642857142857142,380.26993293225405,0.15466166365923187,0.0
AKEUSD,atr_adx,15,3,202bf6ba8020,2002,62.0,ok,9.0,0.43156843156843155,20.854166666666668,0.0,3.0,10000.0,-185.1332858279744,9814.866714172027,-1.8513328582797437,2.2826589791182963,20.733605825999998,15.6826800019739,-169.45060582599945,184.33763768537418,-369.4709235133485,92.16881884268709,-52.78156050190693,92.80821210669446,-54.92153976165915,0.4989232601377204,0.2222222222222222,-0.4165931578633073,-1.0894460561449129,0.5658251594353598,-0.3646856618691591,0.05190749599414823,15.222222222222221,338.505587882147,0.16194993847666403,0.0
AKEUSD,atr_adx_both,15,3,f332970c01aa,2002,40.0,ok,7.0,0.3356643356643356,20.854166666666668,0.0,3.0,10000.0,-370.21002007036765,9629.789979929634,-3.7021002007036765,3.7021002007036627,20.248460769999998,9.640559300368,-360.56946076999884,0.0,-370.21002007036765,,-52.88714572433823,-50.292894035721986,-54.92153976165915,0.0,0.0,-1.0880163280646928,-1.1139315552628763,-1.0614676162091046,-1.0276781540341149,0.06033817403057774,16.285714285714285,284.9383062911188,0.18988185510890127,0.0
AKEUSD,atr_banded_adx,15,3,aec9aca1a8a6,2002,12.0,ok,1.0,0.04795204795204795,20.854166666666668,0.0,0.0,10000.0,96.05257574294768,10096.052575742948,0.9605257574294769,0.009309644400000252,1.186224872,-0.4148006149476,95.6377751279997,96.05257574294768,0.0,96.05257574294768,,96.05257574294768,96.05257574294768,inf,1.0,1.984065433011404,1.984065433011404,1.984065433011404,2.022525502415684,0.038460069404280095,20.0,410.8156913061023,0.11672245079540716,0.0
AKEUSD,atr_arm,30,6,c1286ae7a972,1000,51.0,ok,4.0,0.192,20.833333333333332,0.0,2.0,10000.0,-180.96344624593718,9819.036553754064,-1.8096344624593717,1.8216034287961331,7.770477920000001,11.442968325937,-169.5204779199994,0.0,-180.96344624593718,,-45.240861561484294,-28.284075326157215,-53.70756019138242,0.0,0.0,-0.9354430571280425,-1.0889392565135165,-0.6980693467460038,-0.8950653600034247,0.04037769712461776,30.0,386.40777803233107,0.125266896601124,0.0
